Time	Conc
2312.583	0.0573
2312.625	0.0572
2312.667	0.0572
2312.708	0.0571
2312.75	0.0571
2312.792	0.0571
2312.833	0.057
2312.875	0.057
2312.917	0.0569
2312.958	0.0569
2313	0.0569
2313.042	0.0568
2313.083	0.0568
2313.125	0.0567
2313.167	0.0567
2313.208	0.0566
2313.25	0.0566
2313.292	0.0566
2313.333	0.0565
2313.375	0.0565
2313.417	0.0564
2313.458	0.0564
2313.5	0.0563
2313.542	0.0563
2313.583	0.0562
2313.625	0.0562
2313.667	0.0561
2313.708	0.0561
2313.75	0.0561
2313.792	0.056
2313.833	0.056
2313.875	0.0559
2313.917	0.0559
2313.958	0.0558
2314	0.0558
2314.042	0.0557
2314.083	0.0557
2314.125	0.0556
2314.167	0.0556
2314.208	0.0556
2314.25	0.0555
2314.292	0.0555
2314.333	0.0554
2314.375	0.0554
2314.417	0.0553
2314.458	0.0553
2314.5	0.0552
2314.542	0.0552
2314.583	0.0551
2314.625	0.0551
2314.667	0.055
2314.708	0.055
2314.75	0.055
2314.792	0.0549
2314.833	0.0549
2314.875	0.0548
2314.917	0.0548
2314.958	0.0547
2315	0.0547
2315.042	0.0546
2315.083	0.0546
2315.125	0.0545
2315.167	0.0545
2315.208	0.0544
2315.25	0.0544
2315.292	0.0543
2315.333	0.0543
2315.375	0.0542
2315.417	0.0542
2315.458	0.0541
2315.5	0.0541
2315.542	0.054
2315.583	0.054
2315.625	0.0539
2315.667	0.0539
2315.708	0.0538
2315.75	0.0538
2315.792	0.0537
2315.833	0.0537
2315.875	0.0536
2315.917	0.0536
2315.958	0.0535
2316	0.0535
2316.042	0.0534
2316.083	0.0534
2316.125	0.0533
2316.167	0.0533
2316.208	0.0532
2316.25	0.0532
2316.292	0.0531
2316.333	0.0531
2316.375	0.053
2316.417	0.053
2316.458	0.0529
2316.5	0.0529
2316.542	0.0528
2316.583	0.0528
2316.625	0.0527
2316.667	0.0527
2316.708	0.0526
2316.75	0.0526
2316.792	0.0525
2316.833	0.0525
2316.875	0.0524
2316.917	0.0524
2316.958	0.0523
2317	0.0523
2317.042	0.0522
2317.083	0.0522
2317.125	0.0521
2317.167	0.0521
2317.208	0.052
2317.25	0.052
2317.292	0.0519
2317.333	0.0519
2317.375	0.0518
2317.417	0.0517
2317.458	0.0517
2317.5	0.0516
2317.542	0.0516
2317.583	0.0515
2317.625	0.0515
2317.667	0.0514
2317.708	0.0514
2317.75	0.0513
2317.792	0.0513
2317.833	0.0512
2317.875	0.0512
2317.917	0.0511
2317.958	0.0511
2318	0.051
2318.042	0.0509
2318.083	0.0509
2318.125	0.0508
2318.167	0.0508
2318.208	0.0507
2318.25	0.0506
2318.292	0.0504
2318.333	0.0507
2318.375	0.0513
2318.417	0.0521
2318.458	0.0531
2318.5	0.0541
2318.542	0.0551
2318.583	0.056
2318.625	0.0569
2318.667	0.0577
2318.708	0.0585
2318.75	0.0592
2318.792	0.0599
2318.833	0.0605
2318.875	0.0611
2318.917	0.0616
2318.958	0.062
2319	0.0624
2319.042	0.0628
2319.083	0.0631
2319.125	0.0634
2319.167	0.0636
2319.208	0.0639
2319.25	0.064
2319.292	0.0642
2319.333	0.0644
2319.375	0.0645
2319.417	0.0646
2319.458	0.0647
2319.5	0.0648
2319.542	0.0648
2319.583	0.0649
2319.625	0.0649
2319.667	0.0649
2319.708	0.065
2319.75	0.065
2319.792	0.065
2319.833	0.065
2319.875	0.065
2319.917	0.065
2319.958	0.065
2320	0.065
2320.042	0.065
2320.083	0.065
2320.125	0.0649
2320.167	0.0649
2320.208	0.0649
2320.25	0.0649
2320.292	0.0648
2320.333	0.0648
2320.375	0.0648
2320.417	0.0647
2320.458	0.0647
2320.5	0.0647
2320.542	0.0646
2320.583	0.0646
2320.625	0.0646
2320.667	0.0645
2320.708	0.0645
2320.75	0.0644
2320.792	0.0644
2320.833	0.0643
2320.875	0.0643
2320.917	0.0643
2320.958	0.0642
2321	0.0642
2321.042	0.0641
2321.083	0.0641
2321.125	0.064
2321.167	0.064
2321.208	0.0639
2321.25	0.0639
2321.292	0.0638
2321.333	0.0638
2321.375	0.0637
2321.417	0.0637
2321.458	0.0636
2321.5	0.0636
2321.542	0.0635
2321.583	0.0635
2321.625	0.0634
2321.667	0.0634
2321.708	0.0634
2321.75	0.0633
2321.792	0.0633
2321.833	0.0632
2321.875	0.0632
2321.917	0.0631
2321.958	0.0631
2322	0.063
2322.042	0.063
2322.083	0.0629
2322.125	0.0629
2322.167	0.0628
2322.208	0.0628
2322.25	0.0627
2322.292	0.0627
2322.333	0.0626
2322.375	0.0626
2322.417	0.0625
2322.458	0.0625
2322.5	0.0624
2322.542	0.0624
2322.583	0.0623
2322.625	0.0622
2322.667	0.0622
2322.708	0.0621
2322.75	0.0621
2322.792	0.062
2322.833	0.062
2322.875	0.0619
2322.917	0.0619
2322.958	0.0618
2323	0.0618
2323.042	0.0617
2323.083	0.0616
2323.125	0.0616
2323.167	0.0615
2323.208	0.0615
2323.25	0.0614
2323.292	0.0614
2323.333	0.0613
2323.375	0.0613
2323.417	0.0612
2323.458	0.0611
2323.5	0.0611
2323.542	0.061
2323.583	0.0609
2323.625	0.0609
2323.667	0.0608
2323.708	0.0607
2323.75	0.0606
2323.792	0.0606
2323.833	0.0605
2323.875	0.0604
2323.917	0.0603
2323.958	0.0602
2324	0.0602
2324.042	0.0601
2324.083	0.06
2324.125	0.0599
2324.167	0.0598
2324.208	0.0597
2324.25	0.0596
2324.292	0.0595
2324.333	0.0594
2324.375	0.0593
2324.417	0.0592
2324.458	0.0591
2324.5	0.059
2324.542	0.0589
2324.583	0.0589
2324.625	0.0588
2324.667	0.0587
2324.708	0.0586
2324.75	0.0585
2324.792	0.0584
2324.833	0.0583
2324.875	0.0582
2324.917	0.0581
2324.958	0.058
2325	0.0579
2325.042	0.0578
2325.083	0.0578
2325.125	0.0577
2325.167	0.0576
2325.208	0.0575
2325.25	0.0574
2325.292	0.0573
2325.333	0.0572
2325.375	0.0571
2325.417	0.057
2325.458	0.057
2325.5	0.0569
2325.542	0.0568
2325.583	0.0567
2325.625	0.0566
2325.667	0.0565
2325.708	0.0564
2325.75	0.0564
2325.792	0.0563
2325.833	0.0562
2325.875	0.0561
2325.917	0.056
2325.958	0.0559
2326	0.0558
2326.042	0.0558
2326.083	0.0557
2326.125	0.0556
2326.167	0.0555
2326.208	0.0554
2326.25	0.0553
2326.292	0.0553
2326.333	0.0552
2326.375	0.0551
2326.417	0.055
2326.458	0.0549
2326.5	0.0548
2326.542	0.0548
2326.583	0.0547
2326.625	0.0546
2326.667	0.0545
2326.708	0.0544
2326.75	0.0544
2326.792	0.0543
2326.833	0.0542
2326.875	0.0541
2326.917	0.054
2326.958	0.054
2327	0.0539
2327.042	0.0538
2327.083	0.0537
2327.125	0.0536
2327.167	0.0536
2327.208	0.0535
2327.25	0.0534
2327.292	0.0533
2327.333	0.0532
2327.375	0.0532
2327.417	0.0531
2327.458	0.053
2327.5	0.0529
2327.542	0.0528
2327.583	0.0528
2327.625	0.0527
2327.667	0.0526
2327.708	0.0525
2327.75	0.0525
2327.792	0.0524
2327.833	0.0523
2327.875	0.0522
2327.917	0.0521
2327.958	0.0521
2328	0.052
2328.042	0.0519
2328.083	0.0518
2328.125	0.0518
2328.167	0.0517
2328.208	0.0516
2328.25	0.0515
2328.292	0.0514
2328.333	0.0514
2328.375	0.0513
2328.417	0.0512
2328.458	0.0511
2328.5	0.0511
2328.542	0.051
2328.583	0.0509
2328.625	0.0508
2328.667	0.0508
2328.708	0.0507
2328.75	0.0506
2328.792	0.0505
2328.833	0.0505
2328.875	0.0504
2328.917	0.0503
2328.958	0.0502
2329	0.0502
2329.042	0.0501
2329.083	0.05
2329.125	0.0499
2329.167	0.0499
2329.208	0.0498
2329.25	0.0497
2329.292	0.0496
2329.333	0.0496
2329.375	0.0495
2329.417	0.0494
2329.458	0.0493
2329.5	0.0493
2329.542	0.0492
2329.583	0.0491
2329.625	0.049
2329.667	0.049
2329.708	0.0489
2329.75	0.0488
2329.792	0.0487
2329.833	0.0487
2329.875	0.0486
2329.917	0.0485
2329.958	0.0485
2330	0.0484
2330.042	0.0483
2330.083	0.0482
2330.125	0.0482
2330.167	0.0481
2330.208	0.048
2330.25	0.0479
2330.292	0.0479
2330.333	0.0478
2330.375	0.0477
2330.417	0.0477
2330.458	0.0476
2330.5	0.0475
2330.542	0.0474
2330.583	0.0474
2330.625	0.0473
2330.667	0.0472
2330.708	0.0471
2330.75	0.0471
2330.792	0.047
2330.833	0.0469
2330.875	0.0469
2330.917	0.0468
2330.958	0.0467
2331	0.0466
2331.042	0.0466
2331.083	0.0465
2331.125	0.0464
2331.167	0.0464
2331.208	0.0463
2331.25	0.0462
2331.292	0.0462
2331.333	0.0461
2331.375	0.046
2331.417	0.0459
2331.458	0.0459
2331.5	0.0458
2331.542	0.0457
2331.583	0.0457
2331.625	0.0456
2331.667	0.0455
2331.708	0.0454
2331.75	0.0454
2331.792	0.0453
2331.833	0.0452
2331.875	0.0452
2331.917	0.0451
2331.958	0.045
2332	0.045
2332.042	0.0449
2332.083	0.0448
2332.125	0.0447
2332.167	0.0447
2332.208	0.0446
2332.25	0.0445
2332.292	0.0445
2332.333	0.0444
2332.375	0.0443
2332.417	0.0443
2332.458	0.0442
2332.5	0.0441
2332.542	0.0441
2332.583	0.044
2332.625	0.0439
2332.667	0.0439
2332.708	0.0438
2332.75	0.0437
2332.792	0.0436
2332.833	0.0436
2332.875	0.0435
2332.917	0.0434
2332.958	0.0434
2333	0.0433
2333.042	0.0432
2333.083	0.0432
2333.125	0.0431
2333.167	0.043
2333.208	0.043
2333.25	0.0429
2333.292	0.0428
2333.333	0.0428
2333.375	0.0427
2333.417	0.0426
2333.458	0.0426
2333.5	0.0425
2333.542	0.0424
2333.583	0.0424
2333.625	0.0423
2333.667	0.0422
2333.708	0.0422
2333.75	0.0421
2333.792	0.042
2333.833	0.042
2333.875	0.0419
2333.917	0.0418
2333.958	0.0418
2334	0.0417
2334.042	0.0416
2334.083	0.0416
2334.125	0.0415
2334.167	0.0414
2334.208	0.0414
2334.25	0.0413
2334.292	0.0412
2334.333	0.0412
2334.375	0.0411
2334.417	0.041
2334.458	0.041
2334.5	0.0409
2334.542	0.0409
2334.583	0.0408
2334.625	0.0407
2334.667	0.0407
2334.708	0.0406
2334.75	0.0405
2334.792	0.0405
2334.833	0.0404
2334.875	0.0403
2334.917	0.0403
2334.958	0.0402
2335	0.0401
2335.042	0.0401
2335.083	0.04
2335.125	0.0399
2335.167	0.0399
2335.208	0.0398
2335.25	0.0398
2335.292	0.0397
2335.333	0.0396
2335.375	0.0396
2335.417	0.0395
2335.458	0.0394
2335.5	0.0394
2335.542	0.0393
2335.583	0.0392
2335.625	0.0392
2335.667	0.0391
2335.708	0.0391
2335.75	0.039
2335.792	0.0389
2335.833	0.0389
2335.875	0.0388
2335.917	0.0387
2335.958	0.0387
2336	0.0386
2336.042	0.0386
2336.083	0.0385
2336.125	0.0384
2336.167	0.0384
2336.208	0.0383
2336.25	0.0382
2336.292	0.0382
2336.333	0.0381
2336.375	0.0381
2336.417	0.038
2336.458	0.0379
2336.5	0.0379
2336.542	0.0378
2336.583	0.0378
2336.625	0.0377
2336.667	0.0376
2336.708	0.0376
2336.75	0.0375
2336.792	0.0374
2336.833	0.0374
2336.875	0.0373
2336.917	0.0373
2336.958	0.0372
2337	0.0371
2337.042	0.0371
2337.083	0.037
2337.125	0.037
2337.167	0.0369
2337.208	0.0368
2337.25	0.0368
2337.292	0.0367
2337.333	0.0367
2337.375	0.0366
2337.417	0.0365
2337.458	0.0365
2337.5	0.0364
2337.542	0.0364
2337.583	0.0363
2337.625	0.0362
2337.667	0.0362
2337.708	0.0361
2337.75	0.0361
2337.792	0.036
2337.833	0.036
2337.875	0.0359
2337.917	0.0358
2337.958	0.0358
2338	0.0357
2338.042	0.0357
2338.083	0.0356
2338.125	0.0355
2338.167	0.0355
2338.208	0.0354
2338.25	0.0354
2338.292	0.0353
2338.333	0.0352
2338.375	0.0352
2338.417	0.0351
2338.458	0.0351
2338.5	0.035
2338.542	0.035
2338.583	0.0349
2338.625	0.0348
2338.667	0.0348
2338.708	0.0347
2338.75	0.0347
2338.792	0.0346
2338.833	0.0346
2338.875	0.0345
2338.917	0.0344
2338.958	0.0344
2339	0.0343
2339.042	0.0343
2339.083	0.0342
2339.125	0.0342
2339.167	0.0341
2339.208	0.034
2339.25	0.034
2339.292	0.0339
2339.333	0.0339
2339.375	0.0338
2339.417	0.0338
2339.458	0.0337
2339.5	0.0337
2339.542	0.0336
2339.583	0.0335
2339.625	0.0335
2339.667	0.0334
2339.708	0.0334
2339.75	0.0333
2339.792	0.0333
2339.833	0.0332
2339.875	0.0332
2339.917	0.0331
2339.958	0.033
2340	0.033
2340.042	0.0329
2340.083	0.0329
2340.125	0.0328
2340.167	0.0328
2340.208	0.0327
2340.25	0.0327
2340.292	0.0326
2340.333	0.0326
2340.375	0.0325
2340.417	0.0324
2340.458	0.0324
2340.5	0.0323
2340.542	0.0323
2340.583	0.0322
2340.625	0.0322
2340.667	0.0321
2340.708	0.0321
2340.75	0.032
2340.792	0.032
2340.833	0.0319
2340.875	0.0319
2340.917	0.0318
2340.958	0.0318
2341	0.0317
2341.042	0.0316
2341.083	0.0316
2341.125	0.0315
2341.167	0.0315
2341.208	0.0314
2341.25	0.0314
2341.292	0.0313
2341.333	0.0313
2341.375	0.0312
2341.417	0.0312
2341.458	0.0311
2341.5	0.0311
2341.542	0.031
2341.583	0.031
2341.625	0.0309
2341.667	0.0309
2341.708	0.0308
2341.75	0.0308
2341.792	0.0307
2341.833	0.0307
2341.875	0.0306
2341.917	0.0306
2341.958	0.0305
2342	0.0305
2342.042	0.0304
2342.083	0.0303
2342.125	0.0303
2342.167	0.0302
2342.208	0.0302
2342.25	0.0301
2342.292	0.0301
2342.333	0.03
2342.375	0.03
2342.417	0.0299
2342.458	0.0299
2342.5	0.0298
2342.542	0.0298
2342.583	0.0297
2342.625	0.0297
2342.667	0.0296
2342.708	0.0296
2342.75	0.0295
2342.792	0.0295
2342.833	0.0294
2342.875	0.0294
2342.917	0.0293
2342.958	0.0293
2343	0.0292
2343.042	0.0292
2343.083	0.0291
2343.125	0.0291
2343.167	0.0291
2343.208	0.029
2343.25	0.029
2343.292	0.0289
2343.333	0.0289
2343.375	0.0288
2343.417	0.0288
2343.458	0.0287
2343.5	0.0287
2343.542	0.0286
2343.583	0.0286
2343.625	0.0285
2343.667	0.0285
2343.708	0.0284
2343.75	0.0284
2343.792	0.0283
2343.833	0.0283
2343.875	0.0282
2343.917	0.0282
2343.958	0.0281
2344	0.0281
2344.042	0.028
2344.083	0.028
2344.125	0.0279
2344.167	0.0279
2344.208	0.0278
2344.25	0.0278
2344.292	0.0277
2344.333	0.0277
2344.375	0.0276
2344.417	0.0276
2344.458	0.0275
2344.5	0.0275
2344.542	0.0274
2344.583	0.0274
2344.625	0.0274
2344.667	0.0273
2344.708	0.0273
2344.75	0.0272
2344.792	0.0272
2344.833	0.0271
2344.875	0.0271
2344.917	0.027
2344.958	0.027
2345	0.0269
2345.042	0.0269
2345.083	0.0268
2345.125	0.0268
2345.167	0.0267
2345.208	0.0267
2345.25	0.0266
2345.292	0.0266
2345.333	0.0265
2345.375	0.0265
2345.417	0.0264
2345.458	0.0264
2345.5	0.0264
2345.542	0.0263
2345.583	0.0263
2345.625	0.0262
2345.667	0.0262
2345.708	0.0261
2345.75	0.0261
2345.792	0.026
2345.833	0.026
2345.875	0.0259
2345.917	0.0259
2345.958	0.0258
2346	0.0258
2346.042	0.0258
2346.083	0.0257
2346.125	0.0257
2346.167	0.0256
2346.208	0.0256
2346.25	0.0255
2346.292	0.0255
2346.333	0.0254
2346.375	0.0254
2346.417	0.0253
2346.458	0.0253
2346.5	0.0253
2346.542	0.0252
2346.583	0.0252
2346.625	0.0251
2346.667	0.0251
2346.708	0.025
2346.75	0.025
2346.792	0.0249
2346.833	0.0249
2346.875	0.0249
2346.917	0.0248
2346.958	0.0248
2347	0.0247
2347.042	0.0247
2347.083	0.0246
2347.125	0.0246
2347.167	0.0246
2347.208	0.0245
2347.25	0.0245
2347.292	0.0244
2347.333	0.0244
2347.375	0.0243
2347.417	0.0243
2347.458	0.0242
2347.5	0.0242
2347.542	0.0242
2347.583	0.0241
2347.625	0.0241
2347.667	0.024
2347.708	0.024
2347.75	0.0239
2347.792	0.0239
2347.833	0.0239
2347.875	0.0238
2347.917	0.0238
2347.958	0.0237
2348	0.0237
2348.042	0.0237
2348.083	0.0236
2348.125	0.0236
2348.167	0.0235
2348.208	0.0235
2348.25	0.0234
2348.292	0.0234
2348.333	0.0234
2348.375	0.0233
2348.417	0.0233
2348.458	0.0232
2348.5	0.0232
2348.542	0.0232
2348.583	0.0231
2348.625	0.0231
2348.667	0.023
2348.708	0.023
2348.75	0.0229
2348.792	0.0229
2348.833	0.0229
2348.875	0.0228
2348.917	0.0228
2348.958	0.0227
2349	0.0227
2349.042	0.0227
2349.083	0.0226
2349.125	0.0226
2349.167	0.0225
2349.208	0.0225
2349.25	0.0225
2349.292	0.0224
2349.333	0.0224
2349.375	0.0223
2349.417	0.0223
2349.458	0.0223
2349.5	0.0222
2349.542	0.0222
2349.583	0.0221
2349.625	0.0221
2349.667	0.0221
2349.708	0.022
2349.75	0.022
2349.792	0.022
2349.833	0.0219
2349.875	0.0219
2349.917	0.0218
2349.958	0.0218
2350	0.0218
2350.042	0.0217
2350.083	0.0217
2350.125	0.0216
2350.167	0.0216
2350.208	0.0216
2350.25	0.0215
2350.292	0.0215
2350.333	0.0214
2350.375	0.0214
2350.417	0.0214
2350.458	0.0213
2350.5	0.0213
2350.542	0.0213
2350.583	0.0212
2350.625	0.0212
2350.667	0.0211
2350.708	0.0211
2350.75	0.0211
2350.792	0.021
2350.833	0.021
2350.875	0.021
2350.917	0.0209
2350.958	0.0209
2351	0.0208
2351.042	0.0208
2351.083	0.0208
2351.125	0.0207
2351.167	0.0207
2351.208	0.0207
2351.25	0.0206
2351.292	0.0206
2351.333	0.0206
2351.375	0.0205
2351.417	0.0205
2351.458	0.0204
2351.5	0.0204
2351.542	0.0204
2351.583	0.0203
2351.625	0.0203
2351.667	0.0203
2351.708	0.0202
2351.75	0.0202
2351.792	0.0202
2351.833	0.0201
2351.875	0.0201
2351.917	0.02
2351.958	0.02
2352	0.02
2352.042	0.0199
2352.083	0.0199
2352.125	0.0199
2352.167	0.0198
2352.208	0.0198
2352.25	0.0198
2352.292	0.0197
2352.333	0.0197
2352.375	0.0197
2352.417	0.0196
2352.458	0.0196
2352.5	0.0196
2352.542	0.0195
2352.583	0.0195
2352.625	0.0194
2352.667	0.0194
2352.708	0.0194
2352.75	0.0193
2352.792	0.0193
2352.833	0.0193
2352.875	0.0192
2352.917	0.0192
2352.958	0.0192
2353	0.0191
2353.042	0.0191
2353.083	0.0191
2353.125	0.019
2353.167	0.019
2353.208	0.019
2353.25	0.0189
2353.292	0.0189
2353.333	0.0189
2353.375	0.0188
2353.417	0.0188
2353.458	0.0188
2353.5	0.0187
2353.542	0.0187
2353.583	0.0187
2353.625	0.0186
2353.667	0.0186
2353.708	0.0186
2353.75	0.0185
2353.792	0.0185
2353.833	0.0185
2353.875	0.0184
2353.917	0.0184
2353.958	0.0184
2354	0.0183
2354.042	0.0183
2354.083	0.0183
2354.125	0.0182
2354.167	0.0182
2354.208	0.0182
2354.25	0.0181
2354.292	0.0181
2354.333	0.0181
2354.375	0.018
2354.417	0.018
2354.458	0.018
2354.5	0.018
2354.542	0.0179
2354.583	0.0179
2354.625	0.0179
2354.667	0.0178
2354.708	0.0178
2354.75	0.0178
2354.792	0.0177
2354.833	0.0177
2354.875	0.0177
2354.917	0.0176
2354.958	0.0176
2355	0.0176
2355.042	0.0175
2355.083	0.0175
2355.125	0.0175
2355.167	0.0174
2355.208	0.0174
2355.25	0.0174
2355.292	0.0174
2355.333	0.0173
2355.375	0.0173
2355.417	0.0173
2355.458	0.0172
2355.5	0.0172
2355.542	0.0172
2355.583	0.0171
2355.625	0.0171
2355.667	0.0171
2355.708	0.0171
2355.75	0.017
2355.792	0.017
2355.833	0.017
2355.875	0.0169
2355.917	0.0169
2355.958	0.0169
2356	0.0168
2356.042	0.0168
2356.083	0.0168
2356.125	0.0168
2356.167	0.0167
2356.208	0.0167
2356.25	0.0167
2356.292	0.0166
2356.333	0.0166
2356.375	0.0166
2356.417	0.0165
2356.458	0.0165
2356.5	0.0165
2356.542	0.0165
2356.583	0.0164
2356.625	0.0164
2356.667	0.0164
2356.708	0.0163
2356.75	0.0163
2356.792	0.0163
2356.833	0.0163
2356.875	0.0162
2356.917	0.0162
2356.958	0.0162
2357	0.0161
2357.042	0.0161
2357.083	0.0161
2357.125	0.0161
2357.167	0.016
2357.208	0.016
2357.25	0.016
2357.292	0.0159
2357.333	0.0159
2357.375	0.0159
2357.417	0.0159
2357.458	0.0158
2357.5	0.0158
2357.542	0.0158
2357.583	0.0157
2357.625	0.0157
2357.667	0.0157
2357.708	0.0157
2357.75	0.0156
2357.792	0.0156
2357.833	0.0156
2357.875	0.0155
2357.917	0.0155
2357.958	0.0155
2358	0.0155
2358.042	0.0154
2358.083	0.0154
2358.125	0.0154
2358.167	0.0154
2358.208	0.0153
2358.25	0.0153
2358.292	0.0153
2358.333	0.0152
2358.375	0.0152
2358.417	0.0152
2358.458	0.0152
2358.5	0.0151
2358.542	0.0151
2358.583	0.0151
2358.625	0.0151
2358.667	0.015
2358.708	0.015
2358.75	0.015
2358.792	0.015
2358.833	0.0149
2358.875	0.0149
2358.917	0.0149
2358.958	0.0148
2359	0.0148
2359.042	0.0148
2359.083	0.0148
2359.125	0.0147
2359.167	0.0147
2359.208	0.0147
2359.25	0.0147
2359.292	0.0146
2359.333	0.0146
2359.375	0.0146
2359.417	0.0146
2359.458	0.0145
2359.5	0.0145
2359.542	0.0145
2359.583	0.0145
2359.625	0.0144
2359.667	0.0144
2359.708	0.0144
2359.75	0.0144
2359.792	0.0143
2359.833	0.0143
2359.875	0.0143
2359.917	0.0143
2359.958	0.0142
2360	0.0142
2360.042	0.0142
2360.083	0.0142
2360.125	0.0141
2360.167	0.0141
2360.208	0.0141
2360.25	0.0141
2360.292	0.014
2360.333	0.014
2360.375	0.014
2360.417	0.014
2360.458	0.0139
2360.5	0.0139
2360.542	0.0139
2360.583	0.0139
2360.625	0.0138
2360.667	0.0138
2360.708	0.0138
2360.75	0.0138
2360.792	0.0137
2360.833	0.0137
2360.875	0.0137
2360.917	0.0137
2360.958	0.0136
2361	0.0136
2361.042	0.0136
2361.083	0.0136
2361.125	0.0135
2361.167	0.0135
2361.208	0.0135
2361.25	0.0135
2361.292	0.0134
2361.333	0.0134
2361.375	0.0134
2361.417	0.0134
2361.458	0.0134
2361.5	0.0133
2361.542	0.0133
2361.583	0.0133
2361.625	0.0133
2361.667	0.0132
2361.708	0.0132
2361.75	0.0132
2361.792	0.0132
2361.833	0.0131
2361.875	0.0131
2361.917	0.0131
2361.958	0.0131
2362	0.0131
2362.042	0.013
2362.083	0.013
2362.125	0.013
2362.167	0.013
2362.208	0.0129
2362.25	0.0129
2362.292	0.0129
2362.333	0.0129
2362.375	0.0128
2362.417	0.0128
2362.458	0.0128
2362.5	0.0128
2362.542	0.0128
2362.583	0.0127
2362.625	0.0127
2362.667	0.0127
2362.708	0.0127
2362.75	0.0126
2362.792	0.0126
2362.833	0.0126
2362.875	0.0126
2362.917	0.0126
2362.958	0.0125
2363	0.0125
2363.042	0.0125
2363.083	0.0125
2363.125	0.0124
2363.167	0.0124
2363.208	0.0124
2363.25	0.0124
2363.292	0.0124
2363.333	0.0123
2363.375	0.0123
2363.417	0.0123
2363.458	0.0123
2363.5	0.0123
2363.542	0.0122
2363.583	0.0122
2363.625	0.0122
2363.667	0.0122
2363.708	0.0121
2363.75	0.0121
2363.792	0.0121
2363.833	0.0121
2363.875	0.0121
2363.917	0.012
2363.958	0.012
2364	0.012
2364.042	0.012
2364.083	0.012
2364.125	0.0119
2364.167	0.0119
2364.208	0.0119
2364.25	0.0119
2364.292	0.0119
2364.333	0.0118
2364.375	0.0118
2364.417	0.0118
2364.458	0.0118
2364.5	0.0117
2364.542	0.0117
2364.583	0.0117
2364.625	0.0117
2364.667	0.0117
2364.708	0.0116
2364.75	0.0116
2364.792	0.0116
2364.833	0.0116
2364.875	0.0116
2364.917	0.0115
2364.958	0.0115
2365	0.0115
2365.042	0.0115
2365.083	0.0115
2365.125	0.0114
2365.167	0.0114
2365.208	0.0114
2365.25	0.0114
2365.292	0.0114
2365.333	0.0113
2365.375	0.0113
2365.417	0.0113
2365.458	0.0113
2365.5	0.0113
2365.542	0.0112
2365.583	0.0112
2365.625	0.0112
2365.667	0.0112
2365.708	0.0112
2365.75	0.0111
2365.792	0.0111
2365.833	0.0111
2365.875	0.0111
2365.917	0.0111
2365.958	0.011
2366	0.011
2366.042	0.011
2366.083	0.011
2366.125	0.011
2366.167	0.011
2366.208	0.0109
2366.25	0.0109
2366.292	0.0109
2366.333	0.0109
2366.375	0.0109
2366.417	0.0108
2366.458	0.0108
2366.5	0.0108
2366.542	0.0108
2366.583	0.0108
2366.625	0.0107
2366.667	0.0107
2366.708	0.0107
2366.75	0.0107
2366.792	0.0107
2366.833	0.0107
2366.875	0.0106
2366.917	0.0106
2366.958	0.0106
2367	0.0106
2367.042	0.0106
2367.083	0.0105
2367.125	0.0105
2367.167	0.0105
2367.208	0.0105
2367.25	0.0105
2367.292	0.0105
2367.333	0.0104
2367.375	0.0104
2367.417	0.0104
2367.458	0.0104
2367.5	0.0104
2367.542	0.0103
2367.583	0.0103
2367.625	0.0103
2367.667	0.0103
2367.708	0.0103
2367.75	0.0103
2367.792	0.0102
2367.833	0.0102
2367.875	0.0102
2367.917	0.0102
2367.958	0.0102
2368	0.0101
2368.042	0.0101
2368.083	0.0101
2368.125	0.0101
2368.167	0.0101
2368.208	0.0101
2368.25	0.01
2368.292	0.01
2368.333	0.01
2368.375	0.00999
2368.417	0.00997
2368.458	0.00995
2368.5	0.00994
2368.542	0.00992
2368.583	0.0099
2368.625	0.00989
2368.667	0.00987
2368.708	0.00985
2368.75	0.00983
2368.792	0.00982
2368.833	0.0098
2368.875	0.00978
2368.917	0.00977
2368.958	0.00975
2369	0.00973
2369.042	0.00972
2369.083	0.0097
2369.125	0.00968
2369.167	0.00967
2369.208	0.00965
2369.25	0.00963
2369.292	0.00961
2369.333	0.0096
2369.375	0.00958
2369.417	0.00957
2369.458	0.00955
2369.5	0.00953
2369.542	0.00952
2369.583	0.0095
2369.625	0.00948
2369.667	0.00947
2369.708	0.00945
2369.75	0.00943
2369.792	0.00942
2369.833	0.0094
2369.875	0.00938
2369.917	0.00937
2369.958	0.00935
2370	0.00934
2370.042	0.00932
2370.083	0.0093
2370.125	0.00929
2370.167	0.00927
2370.208	0.00926
2370.25	0.00924
2370.292	0.00922
2370.333	0.00921
2370.375	0.00919
2370.417	0.00918
2370.458	0.00916
2370.5	0.00915
2370.542	0.00913
2370.583	0.00911
2370.625	0.0091
2370.667	0.00908
2370.708	0.00907
2370.75	0.00905
2370.792	0.00904
2370.833	0.00902
2370.875	0.009
2370.917	0.00899
2370.958	0.00897
2371	0.00896
2371.042	0.00894
2371.083	0.00893
2371.125	0.00891
2371.167	0.0089
2371.208	0.00888
2371.25	0.00887
2371.292	0.00885
2371.333	0.00884
2371.375	0.00882
2371.417	0.0088
2371.458	0.00879
2371.5	0.00877
2371.542	0.00876
2371.583	0.00874
2371.625	0.00873
2371.667	0.00871
2371.708	0.0087
2371.75	0.00868
2371.792	0.00867
2371.833	0.00865
2371.875	0.00864
2371.917	0.00863
