1	450.996768
2	574.99632
3	110.998944
4	165.998592
5	149.99904
6	690.995232
7	401.9976
8	879.99264
9	1240.98912
10	686.995776
11	850.994208
12	306.998208
13	642.995712
14	494.996832
15	957.99456
16	586.996416
17	151.9992
18	246.998592
19	715.995072
20	741.995424
21	626.99616
22	611.996256
23	565.996032
24	503.99712
25	791.995104
26	844.994592
27	91.999584
28	941.99328
29	1580.9904
30	1380.99168
31	627.995808
32	1732.98528
33	1205.98848
34	1214.99136
35	1776.9888
36	834.994656
37	2024.98272
38	1227.99456
39	1472.9904
40	1251.98784
41	1318.99104
42	1376.99136
43	1694.98656
44	1429.98912
45	2978.97696
46	2047.99104
47	1786.98528
48	1767.98592
49	1111.99392
50	3012.984
51	4341.97152
52	3811.97664
53	4294.96992
54	2120.9904
55	2728.97856
56	3096.98208
57	3268.97856
58	3169.98144
59	3598.97472
60	3882.97152
61	2659.97952
62	5889.96576
63	7786.94688
64	2284.98624
65	2213.98272
66	4339.97568
67	4263.9696
68	4380.97248
69	5957.96256
70	4299.97248
71	5999.9616
72	8614.944
73	10044.9504
74	8959.9392
75	10237.968
76	6354.96192
77	7659.94752
78	10504.944
79	11270.9664
80	6050.96352
81	7408.95552
82	10632.9024
83	6072.96096
84	8410.94496
85	5117.96448
86	4471.96896
87	5423.96736
88	5155.9632
89	5445.9648
90	6634.9584
91	6579.95616
92	8236.944
93	5137.96608
94	6426.95904
95	11400.912
96	12755.9232
97	10088.928
98	12298.9536
99	10462.9536
100	11765.952
101	11877.9264
102	10167.8976
103	15615.936
104	13663.9008
105	15162.9408
106	14921.8848
107	13101.9552
108	7921.94688
109	13156.9056
110	10266.912
111	7189.95744
112	7668.9504
113	9267.9552
114	12696.912
115	14883.8688
116	12762.9216
117	14528.9376
118	18120.8448
119	19907.856
120	21722.8608
121	16886.88
122	18116.8704
123	21787.8336
124	13956.8832
125	14292.8928
126	11272.9536
127	14438.9088
128	21323.8656
129	20718.8928
130	20276.8704
131	18091.9008
132	19704.9024
133	22073.8176
134	23304.8448
135	22863.8592
136	17995.9104
137	23316.8544
138	15694.9056
139	15352.9344
140	19201.8816
141	20219.8464
142	13925.952
143	14079.9168
144	18402.8544
145	25170.8256
146	19222.8768
147	26659.8432
