1	4.25
2	5.6
3	3.8
4	3.55
5	-0.8
6	-0.85
7	0.1
8	-5.85
9	-4.2
10	2.4
11	0.1
12	0.4
13	0.5
14	1.4
15	2.35
16	2.25
17	0.4
18	0.6
19	1.8
20	1.2
21	1.85
22	0.65
23	0.3
24	-0.45
25	-0.25
26	1.2
27	1.45
28	-1.65
29	-2.7
30	-2.55
31	-2.9
32	-0.6
33	2.4
34	0.2
35	-0.25
36	1.25
37	0.65
38	-0.15
39	-0.95
40	-0.1
41	1.15
42	1.85
43	2.35
44	-0.15
45	0.25
46	3.4
47	0.25
48	0.6
49	-0.95
50	-3.95
51	-5.85
52	-0.2
53	-3.1
54	-2.2
55	-5.5
56	-6.45
57	-3.25
58	-2.6
59	-0.75
60	-1.5
61	-5.25
62	-6.7
63	-5.5
64	0.75
65	0.8
66	0.65
67	-0.8
68	-3.1
69	-3.95
70	-0.6
71	0.2
72	-5.05
73	-5.9
74	-6.95
75	-3.05
76	-5.55
77	-5.05
78	-6.2
79	-4.05
80	0.9
81	1.5
82	-2.65
83	0
84	0.1
85	0.4
86	0.85
87	2.05
88	2.5
89	1.85
90	3.9
91	4.05
92	3.2
93	4.25
94	4.05
95	5.7
96	2.15
97	5.1
98	6.45
99	6
100	1.6
101	-0.75
102	2
103	0.2
104	0.75
105	0.6
106	6.1
107	9.85
108	9.35
109	4.5
110	1.95
111	4.25
112	2.5
113	0.2
114	-0.85
115	0.85
116	1.05
117	1.7
118	2.85
119	5.45
120	6.5
121	7.15
122	8.3
123	12.5
124	11.4
125	11.5
126	9.45
127	10.6
128	9.65
129	11.65
130	10.05
131	8.1
132	10.85
133	12.15
134	13
135	13.6
136	13.65
137	11.4
138	13.35
139	8.95
140	8.6
141	6.45
142	8.45
143	8.35
144	8.35
145	9
146	13.45
147	14.3
148	17.1
149	18.75
150	19.75
151	16.7
152	12.5
153	12.45
154	10.6
155	12.55
156	13.45
157	13.35
158	13.05
159	16.7
160	14.85
161	19.6
162	16.95
163	12.55
164	15.05
165	16.1
166	13.5
167	14.45
168	17.1
169	15.8
170	16.55
171	17.95
172	17.4
173	17.8
174	18.5
175	19.35
176	20.65
177	18.85
178	20.45
179	21.5
180	21.3
181	19.8
182	18.05
183	17
184	17.7
185	17.6
186	17.1
187	18.6
188	17.15
189	16.25
190	15.5
191	16.4
192	15.4
193	17.6
194	16.3
195	15.85
196	14.6
197	16.65
198	17
199	16.85
200	15.95
201	17
202	15.6
203	17
204	14.7
205	14.85
206	17.05
207	17.2
208	16
209	15.45
210	14.75
211	13.75
212	13.55
213	13.2
214	14.7
215	12.9
216	11.5
217	13.2
218	15.6
219	16.9
220	17.75
221	16.6
222	16.8
223	17.75
224	16.65
225	14.55
226	14.4
227	16.35
228	16.1
229	13.9
230	15.3
231	13.35
232	12.55
233	16.05
234	14.65
235	14
236	13.1
237	12.15
238	14.1
239	15.3
240	13.65
241	14.75
242	16.55
243	13.85
244	13.7
245	13.65
246	14.35
247	13.55
248	14
249	11.75
250	11.25
251	12.1
252	12.85
253	13.75
254	13.85
255	14.55
256	11.6
257	10.35
258	11.3
259	11.65
260	13.15
261	9.35
262	11.2
263	14.2
264	13.85
265	12.9
266	12.1
267	11.15
268	9.9
269	11.95
270	11.3
271	11.55
272	12.1
273	10.95
274	10.1
275	7.7
276	10.35
277	10.8
278	9.6
279	8.6
280	10.7
281	8.3
282	8.1
283	8.6
284	9.65
285	4.9
286	4
287	7.7
288	10.4
289	8.5
290	6.25
291	4.15
292	7.4
293	7.85
294	6.65
295	4.2
296	2.1
297	5.45
298	1.15
299	-3.5
300	-1.25
301	6.75
302	7.85
303	-0.95
304	-3.45
305	-0.75
306	1.7
307	-0.2
308	-0.85
309	0.85
310	2.2
311	4.65
312	0.35
313	-4.45
314	-2.45
315	-0.05
316	5.15
317	5.1
318	4.8
319	-0.4
320	-1.15
321	3.2
322	5.9
323	1.35
324	-5.1
325	-8.3
326	-9.95
327	-3.9
328	0.65
329	1.85
330	2.25
331	-1.05
332	-4.55
333	-4
334	-2.7
335	-13.55
336	-15.95
337	-10.9
338	-7.2
339	-2.5
340	-0.1
341	-2.5
342	-2.1
343	-2.2
344	0.35
345	-4
346	-0.05
347	-2.4
348	-1.35
349	-3.3
350	-6.15
351	1.35
352	-1.35
353	-3.05
354	-2.6
355	-8.05
356	0.35
357	3.3
358	1.5
359	-1
360	-2.6
361	1.35
362	1.5
363	3.1
364	3.65
365	4.65
366	1.7
367	2
368	2.9
369	3.85
370	2.7
371	3.45
372	2.05
373	0.25
374	1.65
375	4.95
376	3.5
377	0.35
378	-1.55
379	-0.9
380	2.55
381	2.05
382	8
383	5.3
384	3.9
385	6.8
386	0.15
387	-1.4
388	3.1
389	-0.05
390	5.45
391	-1.7
392	-1.05
393	2.75
394	4.9
395	3.45
396	7
397	7.65
398	4.5
399	4.8
400	5.65
401	5.5
402	3.75
403	5.95
404	1.5
405	5.55
406	4.5
407	2.15
408	2.9
409	4.25
410	3.55
411	2.2
412	0.9
413	1
414	-2.45
415	-2.15
416	4.4
417	-2.95
418	2.55
419	-1.9
420	1.7
421	1.65
422	1.05
423	4.85
424	3.4
425	3.4
426	3.3
427	2.1
428	1.9
429	3.45
430	5.65
431	3.55
432	8.55
433	3.25
434	0.85
435	4.65
436	2.95
437	4.3
438	2.5
439	4.85
440	2.95
441	3.8
442	2.2
443	2.05
444	4.4
445	6.8
446	4.55
447	4.2
448	3.3
449	2.6
450	4.95
451	5.5
452	6.8
453	9.85
454	7.65
455	4.85
456	4.45
457	1.4
458	-1.15
459	-2.15
460	-1.05
461	2.05
462	2.15
463	3.65
464	6.35
465	6.15
466	5.75
467	10.2
468	15.15
469	8.2
470	12.35
471	10.55
472	4.45
473	2.2
474	3.2
475	3.45
476	3.85
477	6.95
478	5.9
479	3.55
480	4.25
481	8.5
482	9.45
483	6
484	5.8
485	8.45
486	6.45
487	6.6
488	11.5
489	13.15
490	13
491	11.4
492	8.3
493	9.95
494	12.15
495	10.1
496	8.05
497	9.95
498	5.75
499	9.4
500	8
501	10.6
502	13.6
503	12.2
504	12.3
505	11.85
506	10
507	9.75
508	10.9
509	14.25
510	15.6
511	17.5
512	18.2
513	11.05
514	13.2
